fid,field_1,GridId,,x,y,VRYieldVOl,row,col,Relative_Elevation1,Slope1,TRI1,TPI1,Elevation1,Application_4_N_rate,Application_5_N_rate,Application_7_N_rate,Application_10_N_rate,ph_mean_30_60,clay_mean_30_60,silt_mean_30_60,sand_mean_30_60,ksat_mean_30_60,om_mean_30_60
2922,2921,11,2921,-97.69514697,27.66549297,71.29175,81,17,-0.768049002,0.004448079,0.418257207,0.432950616,53.81805038,,,0.239180088,80.18639202,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2923,2922,11,2922,-97.69504697,27.66549297,76.406265,81,18,-0.756246746,0.007469004,0.311982572,0.402816147,53.8344574,,,0.239013309,80.96574326,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2924,2923,11,2923,-97.69494697,27.66549297,100.160995,81,19,-0.567443669,0.002984968,0.32253933,0.681718767,54.09692383,,,0.231854839,81.65849476,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2925,2924,11,2924,-97.69484697,27.66549297,101.470566,81,20,-0.650045693,0.002061515,0.188892424,0.488681465,53.98209381,,,0.2350877,79.29158134,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2926,2925,11,2925,-97.69474697,27.66549297,97.45881,81,21,-0.586325645,0.003077806,0.182339147,0.601355672,54.0706749,,,0.250187187,81.11006756,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2927,2926,11,2926,-97.69464697,27.66549297,87.73236,81,22,-0.70668608,0.002019448,0.18405062,0.164147645,53.90335464,,,0.236879444,81.9182785,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2928,2927,11,2927,-97.69454697,27.66549297,95.49164,81,23,-0.614644468,0.006040573,0.126868814,0.473059744,54.03130722,,,0.236114006,81.0812027,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2929,2928,22,2928,-97.69444697,27.66549297,89.981766,81,24,-0.59812516,0.004852916,0.125788435,0.530677855,54.0542717,,,0.226518059,79.46477051,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2930,2929,22,2929,-97.69434697,27.66549297,90.41979,81,25,-0.638246238,0.006612572,0.144509494,0.211291477,53.99849701,,,0.227796669,81.71622448,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2931,2930,22,2930,-97.69424697,27.66549297,98.90744,81,26,-0.628806591,0.004150027,0.138887465,0.156626225,54.01161957,,,0.230135784,79.60909481,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2932,2931,22,2931,-97.69414697,27.66549297,98.93311,81,27,-0.5438447,0.006105856,0.145086139,0.710278332,54.12973022,,,0.248339844,81.39871101,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2933,2932,22,2932,-97.69404697,27.66549297,92.92751,81,28,-0.416401803,0.005129566,0.293235272,1.632261157,54.30689621,,,0.239641914,81.19666214,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2934,2933,22,2933,-97.69394697,27.66549297,93.997116,81,29,-0.685446978,0.005940462,0.163455486,-0.908828914,53.9328804,,,0.227416077,80.67709465,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2935,2934,22,2934,-97.69384697,27.66549297,101.65451,81,30,-0.640606105,0.001481633,0.127595589,-0.662758529,53.99521637,,,0.228882828,81.97600822,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2936,2935,22,2935,-97.69374697,27.66549297,90.68929,81,31,-0.711405873,0.005601645,0.177257806,-1.388650179,53.89679337,,,0.243092861,82.55330544,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2937,2936,22,2936,-97.69364697,27.66549297,89.815796,81,32,-0.600485027,0.003065002,0.110400058,-0.555710256,54.05099106,,,0.236186695,81.68735962,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2938,2937,22,2937,-97.69354697,27.66549297,103.52184,81,33,-0.600485027,0.001532255,0.115194753,-0.613645613,54.05099106,,,0.239201469,79.34931107,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2939,2938,22,2938,-97.69344697,27.66549297,96.12335,81,34,-0.612284541,0.002767692,0.121903442,-0.751969039,54.03458786,,,0.238662643,81.02347298,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2940,2939,22,2939,-97.69334697,27.66549297,97.50783,81,35,-0.555644214,0.000978285,0.126082942,-0.42749387,54.11332703,,,0.235310059,80.70595951,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
2941,2940,22,2940,-97.69324697,27.66549297,105.70982,81,36,-0.595765233,0.002599564,0.133116335,-0.740652144,54.05755234,,,0.237738972,79.08952732,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2942,2941,22,2941,-97.69314697,27.66549297,105.79952,81,37,-0.65240562,0.003054813,0.189667925,-1.106151819,53.97881317,,,0.244452724,80.15752716,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2943,2942,22,2942,-97.69304697,27.66549297,94.880875,81,38,-0.694886565,0.004047551,0.264834434,-1.26435113,53.91975784,,,0.245406322,85.41092148,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2944,2943,22,2943,-97.69294697,27.66549297,90.27895,81,39,-0.503723621,0.006853706,0.106765918,-0.51845634,54.18550491,,,0.242635307,80.79255409,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2945,2944,22,2944,-97.69284697,27.66549297,95.403656,81,40,-0.517883003,0.001069835,0.140050381,-0.649973094,54.16582108,,,0.239235668,80.56163521,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2946,2945,22,2945,-97.69274697,27.66549297,93.46498,81,41,-0.463602543,0.001654746,0.138770714,-0.575590253,54.2412796,,,0.229939079,85.61297035,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2947,2946,22,2946,-97.69264697,27.66549297,91.08557,81,42,-0.506083548,0.002969874,0.186752811,-0.819684863,54.18222427,,,0.240398808,81.05233784,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2948,2947,22,2947,-97.69254697,27.66549297,96.94606,81,43,-0.447080493,0.005834355,0.187023655,-0.766649544,54.26424789,,,0.250670414,80.24412174,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2949,2948,22,2948,-97.69244697,27.66549297,101.16037,81,44,-0.347959161,0.008400328,0.194943637,-0.606478512,54.40204239,,,0.245692825,80.70595951,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
2950,2949,22,2949,-97.69234697,27.66549297,89.916565,81,45,-0.350319088,0.004213511,0.258944601,-0.725562394,54.39876175,,,0.238572845,79.86887856,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2951,2950,22,2950,-97.69224697,27.66549297,78.69623,81,46,-0.291318804,0.00777841,0.31596306,-0.68935436,54.48078156,,,0.239171524,79.89774342,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2952,2951,22,2951,-97.69214697,27.66549297,74.470505,81,47,-0.067114487,0.006174533,0.324862808,-0.295060754,54.7924614,,,0.231316032,82.20692711,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2953,2952,22,2952,-97.69204697,27.66549297,66.93655,81,48,-0.074194193,0.006674672,0.350664586,-0.414717406,54.78261948,,,0.238803768,80.38844604,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2954,2953,33,2953,-97.69194697,27.66549297,71.637375,81,49,0.183051482,0.006519792,0.361568362,0.022135001,55.14023209,,,0.238833694,80.35958118,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2955,2954,33,2954,-97.69184697,27.66549297,65.62145,81,50,0.140570521,0.002298111,0.344200194,-0.168416113,55.08117676,,,0.237632065,81.86054878,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2956,2955,33,2955,-97.69174697,27.66549297,61.291203,81,51,0.244411662,0.006546082,0.313133866,-0.060052816,55.22553253,,,0.228352585,82.7264946,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2957,2956,33,2956,-97.69164697,27.66549297,44.984474,81,52,0.383654058,0.008467739,0.282737345,0.131842449,55.41910172,,,0.238376141,82.32238655,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2958,2957,33,2957,-97.69154697,27.66549297,45.58965,81,53,0.518176615,0.002451072,0.262000918,0.323693782,55.60610962,,,0.238572845,83.47697582,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
2959,2958,33,2958,-97.69144697,27.66549297,72.67887,81,54,0.470975876,0.002938211,0.263660014,0.114331402,55.54049301,,,0.238735352,80.67709465,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2960,2959,33,2959,-97.69134697,27.66549297,53.584164,81,55,0.572457135,0.008140636,0.22113806,0.259699225,55.68156815,,,0.235126171,81.57190018,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2961,2960,33,2960,-97.69124697,27.66549297,60.33635,81,56,0.66213882,0.006067673,0.204907209,0.391419858,55.80624008,,,0.237726154,83.18833237,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2962,2961,33,2961,-97.69114697,27.66549297,69.32888,81,57,0.645619512,0.006835707,0.221398696,0.24326992,55.7832756,,,0.240266247,83.13060265,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2963,2962,33,2962,-97.69104697,27.66549297,54.940014,81,58,0.683380663,0.002963952,0.18766132,0.245933652,55.83576965,,,0.245774078,82.17806225,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2964,2963,33,2963,-97.69094697,27.66549297,79.31538,81,59,0.721139133,0.003140556,0.16511327,0.268826634,55.88825989,,,0.242947464,81.19666214,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2965,2964,33,2964,-97.69084697,27.66549297,57.70428,81,60,0.744740844,0.002889893,0.156545013,0.238511309,55.9210701,,,0.238119564,80.67709465,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2966,2965,33,2965,-97.69074697,27.66549297,56.93316,81,61,0.761260152,0.003457347,0.147146985,0.165093839,55.94403458,,,0.232496281,81.39871101,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2967,2966,33,2966,-97.69064697,27.66549297,46.31267,81,62,0.87218374,0.005876394,0.125418648,0.642402828,56.09823608,,,0.244504032,79.92660828,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
2968,2967,33,2967,-97.69054697,27.66549297,67.056526,81,63,0.954785764,0.003300715,0.207515493,1.049055696,56.2130661,,,0.24420042,81.22552185,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2969,2968,33,2968,-97.69044697,27.66549297,57.032238,81,64,0.832062662,0.005275235,0.116379492,0.225266725,56.0424614,,,0.231316032,81.05233784,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2970,2969,33,2969,-97.69034697,27.66549297,61.30487,81,65,0.79430151,0.004453334,0.12937434,-0.092056364,55.98996735,,,0.238936329,84.3717865,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2971,2970,33,2970,-97.69024697,27.66549297,60.98725,81,66,0.664498746,0.00144966,0.267350554,-1.106605172,55.80952072,,,0.236165314,80.59050007,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2972,2971,33,2971,-97.69014697,27.66549297,78.15237,81,67,0.74002105,0.006836514,0.173210338,-0.653078675,55.91450882,,,0.242549782,81.11006756,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2973,2972,33,2972,-97.69004697,27.66549297,60.091347,81,68,0.763620079,0.004403472,0.150711522,-0.494935364,55.94731522,,,0.246389866,82.32238655,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2974,2973,33,2973,-97.68994697,27.66549297,63.84906,81,69,0.834422588,0.001602064,0.120285384,0.066301368,56.04574203,,,0.234963684,82.29352169,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2975,2974,33,2974,-97.68984697,27.66549297,61.48979,81,70,0.820263207,0.002050173,0.131642208,-0.047213808,56.0260582,,,0.234369278,79.00293789,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2976,2975,33,2975,-97.68974697,27.66549297,72.1198,81,71,0.895782769,0.002806925,0.149519295,0.553312838,56.13104248,,,0.238076801,78.88747845,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2977,2976,33,2976,-97.68964697,27.66549297,77.11409,81,72,0.799021304,0.000937443,0.122922495,-0.186009929,55.99652863,,,0.243494835,80.87914867,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2978,2977,44,2977,-97.68954697,27.66549297,75.12588,81,73,0.874543667,0.002114874,0.135918021,0.401787728,56.10151672,,,0.234048557,79.89774342,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2979,2978,44,2978,-97.68944697,27.66549297,72.05488,81,74,0.874543667,0.004466918,0.150664598,0.431623012,56.10151672,,,0.23446764,80.82141895,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2980,2979,44,2979,-97.68934697,27.66549297,67.84343,81,75,0.714059412,0.002987582,0.175746426,-0.679014206,55.87841797,,,0.245115528,79.08952732,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2981,2980,44,2980,-97.68924697,27.66549297,70.80645,81,76,0.784861922,0.002610808,0.116749726,-0.153531566,55.97684479,,,0.236430435,82.46671085,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2982,2981,44,2981,-97.68914697,27.66549297,72.0346,81,77,0.695180178,0.002055872,0.170227796,-0.715556085,55.85217285,,,0.239740276,79.20498676,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2983,2982,44,2982,-97.68904697,27.66549297,74.86931,81,78,0.858024359,0.004969497,0.13870661,0.435329229,56.07855225,,,0.234112701,79.66682453,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2984,2983,44,2983,-97.68894697,27.66549297,78.83895,81,79,0.815543354,0.000565999,0.102611318,0.156014845,56.01949692,,,0.226081886,84.11200275,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2985,2984,44,2984,-97.68884697,27.66549297,77.98977,81,80,0.836782515,0.002516358,0.139812112,0.347248167,56.04902267,,,0.231504192,81.25438671,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
2986,2985,44,2985,-97.68874697,27.66549297,80.28355,81,81,0.723501742,0.003933495,0.107057244,-0.343280643,55.89154434,,,0.23967186,82.40898113,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2987,2986,44,2986,-97.68864697,27.66549297,78.29867,81,82,0.730581462,0.002574661,0.100773536,-0.213189483,55.90138626,,,0.246329994,83.21719723,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2988,2987,44,2987,-97.68854697,27.66549297,79.64913,81,83,0.714059412,0.002375823,0.110589072,-0.244717136,55.87841797,,,0.237478123,82.81308918,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2989,2988,44,2988,-97.68844697,27.66549297,73.873215,81,84,0.640899718,0.003444329,0.122646481,-0.670867443,55.77671432,,,0.236729774,82.17806225,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2990,2989,44,2989,-97.68834697,27.66549297,82.5784,81,85,0.74002105,0.004949754,0.133497804,0.001419571,55.91450882,,,0.230422287,83.70789471,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2991,2990,44,2990,-97.68824697,27.66549297,80.20451,81,86,0.773062408,0.00371018,0.20452939,0.256093025,55.96044159,,,0.238034039,82.75535946,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2992,2991,44,2991,-97.68814697,27.66549297,70.58964,81,87,0.664498746,0.003740078,0.119950302,-0.391257435,55.80952072,,,0.231901875,83.33265667,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2993,2992,44,2992,-97.68804697,27.66549297,61.95228,81,88,0.633819997,0.002929488,0.111642174,-0.546702027,55.76687241,,,0.233599548,83.53470554,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2994,2993,44,2993,-97.68794697,27.66549297,71.920815,81,89,0.68574059,0.002544149,0.155241355,-0.156086862,55.83905029,,,0.235733414,82.75535946,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2995,2994,44,2994,-97.68784697,27.66549297,65.16701,81,90,0.548858106,0.001884381,0.125149578,-1.010292292,55.64876175,,,0.23283411,80.47504063,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
2996,2995,44,2995,-97.68774697,27.66549297,62.223267,81,91,0.61493808,0.00333368,0.115231678,-0.5023911,55.74062347,,,0.238320541,81.80281906,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
2997,2996,44,2996,-97.68764697,27.66549297,71.09166,81,92,0.612578154,0.004535473,0.125418618,-0.48767966,55.73734283,,,0.247309265,81.88941364,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
2998,2997,44,2997,-97.68754697,27.66549297,71.70334,81,93,0.579536796,0.004806415,0.121899322,-0.718479276,55.69141006,,,0.237627792,80.07093258,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
2999,2998,44,2998,-97.68744697,27.66549297,69.82741,81,94,0.572457135,0.000783075,0.123724617,-0.750836909,55.68156815,,,0.23809391,81.57190018,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3000,2999,44,2999,-97.68734697,27.66549297,79.14761,81,95,0.5535779,0.004320158,0.121949002,-0.886116266,55.65532303,,,0.239936981,80.82141895,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3001,3000,44,3000,-97.68724697,27.66549297,89.995155,81,96,0.414335519,0.003113744,0.217662901,-1.955142975,55.46175385,,,0.240065269,80.70595951,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3002,3001,55,3001,-97.68714697,27.66549297,81.968605,81,97,0.480415493,0.002675056,0.140756398,-1.345505357,55.55361557,,,0.234510403,79.63795967,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3003,3002,55,3002,-97.68704697,27.66549297,89.13656,81,98,0.494574875,0.001787536,0.11913994,-1.204202771,55.57329941,,,0.236066952,80.9368784,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3004,3003,55,3003,-97.68694697,27.66549297,72.873795,81,99,0.534695923,0.001664149,0.111080006,-0.848762155,55.6290741,,,0.23906889,82.55330544,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3005,3004,55,3004,-97.68684697,27.66549297,85.363106,81,100,0.459176362,0.001705968,0.140088618,-1.4612782,55.52408981,,,0.241955376,79.26271648,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3006,3005,55,3005,-97.68674697,27.66549297,85.75957,81,101,0.544138312,0.005713515,0.109159231,-0.718308866,55.64220047,,,0.240997486,79.11839218,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3007,3006,55,3006,-97.68664697,27.66549297,87.12939,81,102,0.645619512,0.006500627,0.200595677,0.194627032,55.7832756,,,0.228220005,80.90801353,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3008,3007,55,3007,-97.68654697,27.66549297,83.090645,81,103,0.409615695,0.003236769,0.207016259,-1.579262137,55.45519257,,,0.242549782,79.32044621,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3009,3008,55,3008,-97.68644697,27.66549297,95.39564,81,104,0.525256336,0.003601742,0.114732824,-0.590630054,55.61595154,,,0.23022131,77.99266777,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3010,3009,55,3009,-97.68634697,27.66549297,96.39111,81,105,0.515816748,0.005079436,0.116635293,-0.557402253,55.60282898,,,0.242374458,78.65655956,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3011,3010,55,3010,-97.68624697,27.66549297,89.05134,81,106,0.463896185,0.002444697,0.146054178,-0.864639401,55.53065109,,,0.228031864,79.84001369,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3012,3011,55,3011,-97.68614697,27.66549297,85.35744,81,107,0.522896469,0.005585997,0.108372204,-0.379411995,55.6126709,,,0.234976521,80.85028381,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3013,3012,55,3012,-97.68604697,27.66549297,92.98346,81,108,0.600778639,0.002826343,0.130213872,0.231072798,55.72093964,,,0.235472565,78.56996498,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3014,3013,55,3013,-97.68594697,27.66549297,96.21605,81,109,0.624377668,0.001651229,0.157240152,0.455238134,55.75374603,,,0.235310059,80.90801353,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3015,3014,55,3014,-97.68584697,27.66549297,102.25936,81,110,0.570097208,0.001997015,0.107963271,0.07691288,55.67828751,,,0.240501442,78.05039749,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3016,3015,55,3015,-97.68574697,27.66549297,70.80343,81,111,0.5535779,0.002601083,0.094287165,0.056860927,55.65532303,,,0.232483444,79.78228397,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3017,3016,55,3016,-97.68564697,27.66549297,63.843243,81,112,0.489855081,0.001442928,0.123297118,-0.243681431,55.56673813,,,0.239171524,80.15752716,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3018,3017,55,3017,-97.68554697,27.66549297,76.253296,81,113,0.605498493,0.005512795,0.171701699,0.474594593,55.72750092,,,0.241540585,77.53083,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3019,3018,55,3018,-97.68544697,27.66549297,71.26264,81,114,0.603138566,0.002312504,0.172731295,0.512324452,55.72422028,,,0.238966274,74.21138134,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3020,3019,55,3019,-97.68534697,27.66549297,89.44457,81,115,0.605498493,0.001961519,0.193740562,0.483639836,55.72750092,,,0.238842258,76.72261906,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3021,3020,55,3020,-97.68524697,27.66549297,81.56736,81,116,0.574817002,0.00109152,0.206821993,0.253328979,55.68484879,,,0.240997486,77.64628944,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3022,3021,55,3021,-97.68514697,27.66549297,89.33945,81,117,0.61493808,0.004204229,0.268350691,0.560047567,55.74062347,,,0.265581741,75.94326782,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3023,3022,55,3022,-97.68504697,27.66549297,0.00051934,81,118,0.419055313,0.004210252,0.201289564,-0.724835575,55.46831512,,,0.315464382,110.7542072,7.566119194,43.6657486,25.08515358,27.94648361,0.457842648,1.198310375
3024,3023,55,3023,-97.68494697,27.66549297,0.0007589,81,119,0.598418772,0.004912536,0.284429461,0.595076919,55.717659,,,0.235134735,81.31211643,7.566119194,43.6657486,25.08515358,27.94648361,0.457842648,1.198310375
2785,2784,10,2784,-97.69664697,27.66559297,0,80,2,-2.69856596,0.013870251,1.088665485,-1.00283742,51.13432312,,,0.264756432,72.65267887,7.386514664,37.44701767,21.3383522,36.51985931,2.67790246,1.127670765
2786,2785,10,2785,-97.69654697,27.66559297,0,80,3,-2.726884842,0.022500081,1.189632535,-1.186639905,51.09495544,,,0.258671303,77.3865057,7.386514664,37.44701767,21.3383522,36.51985931,2.67790246,1.127670765
2787,2786,10,2786,-97.69644697,27.66559297,4.82049,80,4,-2.188794374,0.029308975,1.070507526,-0.553503811,51.84298706,,,0.262220592,87.92215919,7.386514664,37.44701767,21.3383522,36.51985931,2.67790246,1.127670765
2788,2787,10,2787,-97.69634697,27.66559297,27.599615,80,5,-1.78758657,0.018615352,1.193586469,-0.155364096,52.40073013,,,0.586173363,238.1056732,7.386514664,37.44701767,21.3383522,36.51985931,2.67790246,1.127670765
2789,2788,10,2788,-97.69624697,27.66559297,60.48784,80,6,-1.561022401,0.009039129,1.254702806,0.049565021,52.71569061,,,0.24592802,80.9368784,7.386514664,37.44701767,21.3383522,36.51985931,2.67790246,1.127670765
2790,2789,10,2789,-97.69614697,27.66559297,80.5422,80,7,-1.490222573,0.004868596,1.262367606,0.082202762,52.81411362,,,0.237020569,81.74508934,7.386514664,37.44701767,21.3383522,36.51985931,2.67790246,1.127670765
2791,2790,10,2790,-97.69604697,27.66559297,89.56764,80,8,-1.424139857,0.006744451,1.282290697,0.137733549,52.90597916,,,0.233026543,80.47504063,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2792,2791,10,2791,-97.69594697,27.66559297,75.84929,80,9,-1.704984546,0.02156537,0.990844727,-0.187242687,52.51556015,,,0.209896221,78.74315414,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2793,2792,10,2792,-97.69584697,27.66559297,83.84125,80,10,-2.200593948,0.00631379,1.005996943,-0.769122303,51.82658386,,,0.230289726,83.73675957,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2794,2793,10,2793,-97.69574697,27.66559297,86.20155,80,11,-1.94335103,0.015752226,0.84984529,-0.524303019,52.18419266,,,0.24162611,82.66876488,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2795,2794,10,2794,-97.69564697,27.66559297,67.96798,80,12,-1.612942934,0.009552489,0.789666593,-0.235267445,52.64351273,,,0.231653862,80.56163521,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2796,2795,10,2795,-97.69554697,27.66559297,88.784294,80,13,-1.584624171,0.010806547,0.774740636,-0.302581936,52.6828804,,,0.232393646,79.37817593,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2797,2796,10,2796,-97.69544697,27.66559297,79.085526,80,14,-1.34389782,0.011284148,0.698133945,-0.126042902,53.01752853,,,0.227788105,82.81308918,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2798,2797,10,2797,-97.69534697,27.66559297,77.52155,80,15,-1.192855835,0.017850498,0.607209802,-0.054260623,53.22750092,,,0.234189682,79.66682453,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2799,2798,10,2798,-97.69524697,27.66559297,78.115616,80,16,-0.716125667,0.009917845,0.710986853,0.544048846,53.89023209,,,0.231234779,79.11839218,7.558682442,41.787117,24.22078514,30.54197884,0.784941852,1.204142332
2800,2799,10,2799,-97.69514697,27.66559297,75.16614,80,17,-0.876609921,0.002971194,0.439504802,0.250931233,53.66713333,,,0.239180088,80.18639202,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2801,2800,10,2800,-97.69504697,27.66559297,89.511246,80,18,-0.744447231,0.003327222,0.346895605,0.409462065,53.8508606,,,0.239013309,80.96574326,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
2802,2801,10,2801,-97.69494697,27.66559297,96.04112,80,19,-0.751526952,0.007302843,0.240841851,0.32542491,53.84101868,,,0.231854839,81.65849476,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
